"year","geo_id","name","median_home_value","median_contract_rent","dataset"
2016,"38860","Portland-South Portland, ME Metro Area",245800,865,acs1
2017,"38860","Portland-South Portland, ME Metro Area",251300,885,acs1
2018,"38860","Portland-South Portland, ME Metro Area",259200,912,acs1
2019,"38860","Portland-South Portland, ME Metro Area",275600,967,acs1
2011,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",271700,759,acs1
2012,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",258800,786,acs1
2013,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",249300,813,acs1
2014,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",264000,851,acs1
2015,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",277100,884,acs1
2016,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",303100,936,acs1
2017,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",345000,1031,acs1
2018,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",376000,1118,acs1
2019,"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area",397500,1188,acs1
2011,"38940","Port St. Lucie, FL Metro Area",144900,760,acs1
2012,"38940","Port St. Lucie, FL Metro Area",132800,755,acs1
2013,"38940","Port St. Lucie, FL Metro Area",133600,774,acs1
2014,"38940","Port St. Lucie, FL Metro Area",144700,813,acs1
2015,"38940","Port St. Lucie, FL Metro Area",151800,871,acs1
2016,"38940","Port St. Lucie, FL Metro Area",165800,858,acs1
2017,"38940","Port St. Lucie, FL Metro Area",183000,958,acs1
2018,"38940","Port St. Lucie, FL Metro Area",208300,994,acs1
2019,"38940","Port St. Lucie, FL Metro Area",233300,1104,acs1
2011,"39060","Pottsville, PA Micro Area",96700,457,acs1
2012,"39060","Pottsville, PA Micro Area",93400,459,acs1
2013,"39060","Pottsville, PA Micro Area",91600,472,acs1
2014,"39060","Pottsville, PA Micro Area",91700,495,acs1
2015,"39060","Pottsville, PA Micro Area",94800,505,acs1
2016,"39060","Pottsville, PA Micro Area",93400,515,acs1
2017,"39060","Pottsville, PA Micro Area",97600,516,acs1
2018,"39060","Pottsville, PA Micro Area",101900,510,acs1
2019,"39060","Pottsville, PA Micro Area",102300,535,acs1
2011,"39300","Providence-Warwick, RI-MA Metro Area",266700,716,acs1
2012,"39300","Providence-Warwick, RI-MA Metro Area",258400,730,acs1
2013,"39300","Providence-Warwick, RI-MA Metro Area",246500,739,acs1
2014,"39300","Providence-Warwick, RI-MA Metro Area",246100,753,acs1
2015,"39300","Providence-Warwick, RI-MA Metro Area",249700,759,acs1
2016,"39300","Providence-Warwick, RI-MA Metro Area",254500,777,acs1
2017,"39300","Providence-Warwick, RI-MA Metro Area",265300,796,acs1
2018,"39300","Providence-Warwick, RI-MA Metro Area",277400,803,acs1
2019,"39300","Providence-Warwick, RI-MA Metro Area",288700,823,acs1
2011,"39340","Provo-Orem, UT Metro Area",223000,707,acs1
2012,"39340","Provo-Orem, UT Metro Area",213400,727,acs1
2013,"39340","Provo-Orem, UT Metro Area",207800,749,acs1
2014,"39340","Provo-Orem, UT Metro Area",220700,773,acs1
2015,"39340","Provo-Orem, UT Metro Area",237600,764,acs1
2016,"39340","Provo-Orem, UT Metro Area",251600,828,acs1
2017,"39340","Provo-Orem, UT Metro Area",277000,830,acs1
2018,"39340","Provo-Orem, UT Metro Area",296600,870,acs1
2019,"39340","Provo-Orem, UT Metro Area",330100,934,acs1
2011,"39380","Pueblo, CO Metro Area",141200,548,acs1
2012,"39380","Pueblo, CO Metro Area",136500,565,acs1
2013,"39380","Pueblo, CO Metro Area",131300,599,acs1
2014,"39380","Pueblo, CO Metro Area",141000,598,acs1
2015,"39380","Pueblo, CO Metro Area",137500,592,acs1
2016,"39380","Pueblo, CO Metro Area",148000,605,acs1
2017,"39380","Pueblo, CO Metro Area",156600,661,acs1
2018,"39380","Pueblo, CO Metro Area",163300,646,acs1
2019,"39380","Pueblo, CO Metro Area",173200,642,acs1
2011,"39460","Punta Gorda, FL Metro Area",147800,740,acs1
2012,"39460","Punta Gorda, FL Metro Area",134200,721,acs1
2013,"39460","Punta Gorda, FL Metro Area",131900,718,acs1
2014,"39460","Punta Gorda, FL Metro Area",138000,755,acs1
2015,"39460","Punta Gorda, FL Metro Area",146300,733,acs1
2016,"39460","Punta Gorda, FL Metro Area",167300,789,acs1
2017,"39460","Punta Gorda, FL Metro Area",180600,837,acs1
2018,"39460","Punta Gorda, FL Metro Area",193600,840,acs1
2019,"39460","Punta Gorda, FL Metro Area",206600,883,acs1
2011,"39540","Racine, WI Metro Area",177600,599,acs1
2012,"39540","Racine, WI Metro Area",171000,616,acs1
2013,"39540","Racine, WI Metro Area",162100,614,acs1
2014,"39540","Racine, WI Metro Area",160600,645,acs1
2015,"39540","Racine, WI Metro Area",164400,643,acs1
2016,"39540","Racine, WI Metro Area",162000,672,acs1
2017,"39540","Racine, WI Metro Area",169100,676,acs1
2018,"39540","Racine, WI Metro Area",169500,691,acs1
2019,"39540","Racine, WI Metro Area",187300,713,acs1
2011,"10180","Abilene, TX Metro Area",90900,554,acs1
2012,"10180","Abilene, TX Metro Area",81900,515,acs1
2013,"10180","Abilene, TX Metro Area",94600,572,acs1
2014,"10180","Abilene, TX Metro Area",86800,549,acs1
2015,"10180","Abilene, TX Metro Area",98900,613,acs1
2016,"10180","Abilene, TX Metro Area",107400,598,acs1
2017,"10180","Abilene, TX Metro Area",101100,653,acs1
2018,"10180","Abilene, TX Metro Area",114500,653,acs1
2019,"10180","Abilene, TX Metro Area",119500,722,acs1
2011,"10380","Aguadilla-Isabela, PR Metro Area",97400,292,acs1
2012,"10380","Aguadilla-Isabela, PR Metro Area",111100,299,acs1
2013,"10380","Aguadilla-Isabela, PR Metro Area",119600,316,acs1
2014,"10380","Aguadilla-Isabela, PR Metro Area",97400,323,acs1
2015,"10380","Aguadilla-Isabela, PR Metro Area",105900,310,acs1
2016,"10380","Aguadilla-Isabela, PR Metro Area",99600,298,acs1
2017,"10380","Aguadilla-Isabela, PR Metro Area",97600,316,acs1
2018,"10380","Aguadilla-Isabela, PR Metro Area",96500,327,acs1
2019,"10380","Aguadilla-Isabela, PR Metro Area",95000,336,acs1
2011,"10420","Akron, OH Metro Area",145000,579,acs1
2012,"10420","Akron, OH Metro Area",139800,588,acs1
2013,"10420","Akron, OH Metro Area",131800,611,acs1
2014,"10420","Akron, OH Metro Area",136600,609,acs1
2015,"10420","Akron, OH Metro Area",134700,627,acs1
2016,"10420","Akron, OH Metro Area",146300,615,acs1
2017,"10420","Akron, OH Metro Area",144200,651,acs1
2018,"10420","Akron, OH Metro Area",146800,666,acs1
2019,"10420","Akron, OH Metro Area",155500,675,acs1
2011,"10500","Albany, GA Metro Area",98400,477,acs1
2012,"10500","Albany, GA Metro Area",103800,474,acs1
2013,"10500","Albany, GA Metro Area",107300,469,acs1
2014,"10500","Albany, GA Metro Area",104300,462,acs1
2015,"10500","Albany, GA Metro Area",104400,480,acs1
2016,"10500","Albany, GA Metro Area",110200,508,acs1
2017,"10500","Albany, GA Metro Area",109600,482,acs1
2018,"10500","Albany, GA Metro Area",115900,488,acs1
2019,"10500","Albany, GA Metro Area",111900,523,acs1
2011,"10540","Albany, OR Metro Area",180600,627,acs1
2012,"10540","Albany, OR Metro Area",169900,610,acs1
2013,"10540","Albany, OR Metro Area",166700,642,acs1
2014,"10540","Albany, OR Metro Area",173800,704,acs1
2015,"10540","Albany, OR Metro Area",167400,718,acs1
2016,"10540","Albany, OR Metro Area",176300,678,acs1
2017,"10540","Albany, OR Metro Area",190700,782,acs1
2018,"10540","Albany, OR Metro Area",216100,769,acs1
2019,"10540","Albany, OR Metro Area",254300,848,acs1
2011,"10580","Albany-Schenectady-Troy, NY Metro Area",199000,710,acs1
2012,"10580","Albany-Schenectady-Troy, NY Metro Area",197300,726,acs1
2013,"10580","Albany-Schenectady-Troy, NY Metro Area",197000,739,acs1
2014,"10580","Albany-Schenectady-Troy, NY Metro Area",195600,764,acs1
2015,"10580","Albany-Schenectady-Troy, NY Metro Area",196900,784,acs1
2016,"10580","Albany-Schenectady-Troy, NY Metro Area",201000,801,acs1
2017,"10580","Albany-Schenectady-Troy, NY Metro Area",210600,815,acs1
2018,"10580","Albany-Schenectady-Troy, NY Metro Area",216400,845,acs1
2019,"10580","Albany-Schenectady-Troy, NY Metro Area",217200,871,acs1
2011,"10740","Albuquerque, NM Metro Area",183300,643,acs1
2012,"10740","Albuquerque, NM Metro Area",176800,669,acs1
2013,"10740","Albuquerque, NM Metro Area",175600,678,acs1
2014,"10740","Albuquerque, NM Metro Area",176900,706,acs1
2015,"10740","Albuquerque, NM Metro Area",173700,708,acs1
2016,"10740","Albuquerque, NM Metro Area",181800,708,acs1
2017,"10740","Albuquerque, NM Metro Area",183600,735,acs1
2018,"10740","Albuquerque, NM Metro Area",191700,755,acs1
2019,"10740","Albuquerque, NM Metro Area",201400,775,acs1
2011,"10780","Alexandria, LA Metro Area",113900,461,acs1
2012,"10780","Alexandria, LA Metro Area",110500,446,acs1
2013,"10780","Alexandria, LA Metro Area",118100,487,acs1
2014,"10780","Alexandria, LA Metro Area",119500,518,acs1
2015,"10780","Alexandria, LA Metro Area",120700,539,acs1
2016,"10780","Alexandria, LA Metro Area",134800,539,acs1
2017,"10780","Alexandria, LA Metro Area",130200,556,acs1
2018,"10780","Alexandria, LA Metro Area",139700,601,acs1
2019,"10780","Alexandria, LA Metro Area",143300,615,acs1
2011,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",218700,723,acs1
2012,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",208100,740,acs1
2013,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",196400,776,acs1
2014,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",197300,785,acs1
2015,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",195900,808,acs1
2016,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",203500,832,acs1
2017,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",207400,860,acs1
2018,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",213400,849,acs1
2019,"10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",218900,892,acs1
2011,"11020","Altoona, PA Metro Area",105400,464,acs1
2012,"11020","Altoona, PA Metro Area",105700,485,acs1
2013,"11020","Altoona, PA Metro Area",105300,494,acs1
2014,"11020","Altoona, PA Metro Area",115200,469,acs1
2015,"11020","Altoona, PA Metro Area",112500,511,acs1
2016,"11020","Altoona, PA Metro Area",114800,533,acs1
2017,"11020","Altoona, PA Metro Area",114700,538,acs1
2018,"11020","Altoona, PA Metro Area",129600,564,acs1
2019,"11020","Altoona, PA Metro Area",128500,582,acs1
2011,"11100","Amarillo, TX Metro Area",114900,551,acs1
2012,"11100","Amarillo, TX Metro Area",118100,576,acs1
2013,"11100","Amarillo, TX Metro Area",118000,596,acs1
2014,"11100","Amarillo, TX Metro Area",122900,622,acs1
2015,"11100","Amarillo, TX Metro Area",121800,634,acs1
2016,"11100","Amarillo, TX Metro Area",127800,650,acs1
2017,"11100","Amarillo, TX Metro Area",135700,654,acs1
2018,"11100","Amarillo, TX Metro Area",139900,681,acs1
2019,"11100","Amarillo, TX Metro Area",148200,697,acs1
2011,"11260","Anchorage, AK Metro Area",261800,919,acs1
2012,"11260","Anchorage, AK Metro Area",264300,970,acs1
2013,"11260","Anchorage, AK Metro Area",266700,1049,acs1
2014,"11260","Anchorage, AK Metro Area",275100,1065,acs1
2015,"11260","Anchorage, AK Metro Area",272700,1135,acs1
2016,"11260","Anchorage, AK Metro Area",283000,1120,acs1
2017,"11260","Anchorage, AK Metro Area",299700,1157,acs1
2018,"11260","Anchorage, AK Metro Area",298100,1145,acs1
2019,"11260","Anchorage, AK Metro Area",299500,1108,acs1
2011,"11460","Ann Arbor, MI Metro Area",190600,735,acs1
2012,"11460","Ann Arbor, MI Metro Area",196200,756,acs1
2013,"11460","Ann Arbor, MI Metro Area",191000,803,acs1
2014,"11460","Ann Arbor, MI Metro Area",207500,819,acs1
2015,"11460","Ann Arbor, MI Metro Area",212400,873,acs1
2016,"11460","Ann Arbor, MI Metro Area",234200,872,acs1
2017,"11460","Ann Arbor, MI Metro Area",244700,917,acs1
2018,"11460","Ann Arbor, MI Metro Area",258700,949,acs1
2019,"11460","Ann Arbor, MI Metro Area",280500,992,acs1
2011,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",102500,411,acs1
2012,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",99100,416,acs1
2013,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",105800,452,acs1
2014,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",92900,428,acs1
2015,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",106500,428,acs1
2016,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",111400,496,acs1
2017,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",115600,468,acs1
2018,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",117700,477,acs1
2019,"11500","Anniston-Oxford-Jacksonville, AL Metro Area",121800,534,acs1
2011,"11540","Appleton, WI Metro Area",161000,556,acs1
2012,"11540","Appleton, WI Metro Area",155900,571,acs1
2013,"11540","Appleton, WI Metro Area",156400,594,acs1
2014,"11540","Appleton, WI Metro Area",159000,611,acs1
2015,"11540","Appleton, WI Metro Area",158500,601,acs1
2016,"11540","Appleton, WI Metro Area",159600,637,acs1
2017,"11540","Appleton, WI Metro Area",163400,617,acs1
2018,"11540","Appleton, WI Metro Area",168300,638,acs1
2019,"11540","Appleton, WI Metro Area",181500,662,acs1
2014,"11640","Arecibo, PR Metro Area",104800,308,acs5
2015,"11640","Arecibo, PR Metro Area",107500,312,acs5
2016,"11640","Arecibo, PR Metro Area",106800,318,acs5
2017,"11640","Arecibo, PR Metro Area",102700,313,acs5
2018,"11640","Arecibo, PR Metro Area",99700,320,acs5
2019,"11640","Arecibo, PR Metro Area",98100,323,acs5
2011,"11700","Asheville, NC Metro Area",183800,602,acs1
2012,"11700","Asheville, NC Metro Area",177400,597,acs1
2013,"11700","Asheville, NC Metro Area",177100,661,acs1
2014,"11700","Asheville, NC Metro Area",183100,656,acs1
2015,"11700","Asheville, NC Metro Area",183200,674,acs1
2016,"11700","Asheville, NC Metro Area",195800,645,acs1
2017,"11700","Asheville, NC Metro Area",204800,718,acs1
2018,"11700","Asheville, NC Metro Area",220900,786,acs1
2019,"11700","Asheville, NC Metro Area",234700,746,acs1
2011,"11780","Ashtabula, OH Micro Area",114800,475,acs1
2012,"11780","Ashtabula, OH Micro Area",110400,464,acs1
2013,"11780","Ashtabula, OH Micro Area",103300,485,acs1
2011,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",151600,727,acs1
2012,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",128600,697,acs1
2013,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",130000,720,acs1
2014,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",131500,778,acs1
2015,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",141400,805,acs1
2016,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",151000,818,acs1
2017,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",171900,837,acs1
2018,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",184300,878,acs1
2019,"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",199400,910,acs1
2011,"19740","Denver-Aurora-Lakewood, CO Metro Area",245900,778,acs1
2012,"19740","Denver-Aurora-Lakewood, CO Metro Area",243600,822,acs1
2013,"19740","Denver-Aurora-Lakewood, CO Metro Area",246900,854,acs1
2014,"19740","Denver-Aurora-Lakewood, CO Metro Area",257000,891,acs1
2015,"19740","Denver-Aurora-Lakewood, CO Metro Area",276800,959,acs1
2016,"19740","Denver-Aurora-Lakewood, CO Metro Area",314400,1073,acs1
2017,"19740","Denver-Aurora-Lakewood, CO Metro Area",349200,1174,acs1
2018,"19740","Denver-Aurora-Lakewood, CO Metro Area",386800,1246,acs1
2019,"19740","Denver-Aurora-Lakewood, CO Metro Area",420600,1288,acs1
2011,"19780","Des Moines-West Des Moines, IA Metro Area",151900,631,acs1
2012,"19780","Des Moines-West Des Moines, IA Metro Area",153400,649,acs1
2013,"19780","Des Moines-West Des Moines, IA Metro Area",158900,675,acs1
2014,"19780","Des Moines-West Des Moines, IA Metro Area",159100,688,acs1
2015,"19780","Des Moines-West Des Moines, IA Metro Area",164400,705,acs1
2016,"19780","Des Moines-West Des Moines, IA Metro Area",164700,723,acs1
2017,"19780","Des Moines-West Des Moines, IA Metro Area",175300,740,acs1
2018,"19780","Des Moines-West Des Moines, IA Metro Area",187500,762,acs1
2019,"19780","Des Moines-West Des Moines, IA Metro Area",195300,787,acs1
2011,"19820","Detroit-Warren-Dearborn, MI Metro Area",124400,647,acs1
2012,"19820","Detroit-Warren-Dearborn, MI Metro Area",118200,649,acs1
2013,"19820","Detroit-Warren-Dearborn, MI Metro Area",116200,659,acs1
2014,"19820","Detroit-Warren-Dearborn, MI Metro Area",120500,678,acs1
2015,"19820","Detroit-Warren-Dearborn, MI Metro Area",136400,692,acs1
2016,"19820","Detroit-Warren-Dearborn, MI Metro Area",151000,714,acs1
2017,"19820","Detroit-Warren-Dearborn, MI Metro Area",160700,729,acs1
2018,"19820","Detroit-Warren-Dearborn, MI Metro Area",171600,746,acs1
2019,"19820","Detroit-Warren-Dearborn, MI Metro Area",180300,761,acs1
2011,"20020","Dothan, AL Metro Area",111400,419,acs1
2012,"20020","Dothan, AL Metro Area",109900,435,acs1
2013,"20020","Dothan, AL Metro Area",99400,443,acs1
2014,"20020","Dothan, AL Metro Area",107600,470,acs1
2015,"20020","Dothan, AL Metro Area",106300,471,acs1
2016,"20020","Dothan, AL Metro Area",120500,480,acs1
2017,"20020","Dothan, AL Metro Area",118200,507,acs1
2018,"20020","Dothan, AL Metro Area",134400,516,acs1
2019,"20020","Dothan, AL Metro Area",125500,510,acs1
2011,"20100","Dover, DE Metro Area",206200,804,acs1
2012,"20100","Dover, DE Metro Area",200200,729,acs1
2013,"20100","Dover, DE Metro Area",197500,763,acs1
2014,"20100","Dover, DE Metro Area",192800,745,acs1
2015,"20100","Dover, DE Metro Area",205300,843,acs1
2016,"20100","Dover, DE Metro Area",215200,797,acs1
2017,"20100","Dover, DE Metro Area",199000,809,acs1
2018,"20100","Dover, DE Metro Area",223100,840,acs1
2019,"20100","Dover, DE Metro Area",228500,826,acs1
2011,"20260","Duluth, MN-WI Metro Area",142400,552,acs1
2012,"20260","Duluth, MN-WI Metro Area",139300,567,acs1
2013,"20260","Duluth, MN-WI Metro Area",137100,592,acs1
2014,"20260","Duluth, MN-WI Metro Area",138800,594,acs1
2015,"20260","Duluth, MN-WI Metro Area",140100,644,acs1
2016,"20260","Duluth, MN-WI Metro Area",147300,601,acs1
2017,"20260","Duluth, MN-WI Metro Area",156200,658,acs1
2018,"20260","Duluth, MN-WI Metro Area",158000,650,acs1
2019,"20260","Duluth, MN-WI Metro Area",161200,696,acs1
2011,"20380","Dunn, NC Micro Area",141300,537,acs1
2012,"20380","Dunn, NC Micro Area",124700,534,acs1
2013,"20380","Dunn, NC Micro Area",133400,537,acs1
2014,"20380","Dunn, NC Micro Area",138700,563,acs1
2015,"20380","Dunn, NC Micro Area",137400,570,acs1
2016,"20380","Dunn, NC Micro Area",143900,594,acs1
2017,"20380","Dunn, NC Micro Area",153600,609,acs1
2018,"20380","Dunn, NC Micro Area",150700,615,acs1
2019,"20380","Dunn, NC Micro Area",155400,664,acs1
2011,"20500","Durham-Chapel Hill, NC Metro Area",190000,645,acs1
2012,"20500","Durham-Chapel Hill, NC Metro Area",190700,682,acs1
2013,"20500","Durham-Chapel Hill, NC Metro Area",188500,709,acs1
2014,"20500","Durham-Chapel Hill, NC Metro Area",197900,715,acs1
2015,"20500","Durham-Chapel Hill, NC Metro Area",199200,764,acs1
2016,"20500","Durham-Chapel Hill, NC Metro Area",204700,766,acs1
2017,"20500","Durham-Chapel Hill, NC Metro Area",222200,800,acs1
2018,"20500","Durham-Chapel Hill, NC Metro Area",234400,867,acs1
2019,"20500","Durham-Chapel Hill, NC Metro Area",250200,896,acs1
2011,"30460","Lexington-Fayette, KY Metro Area",158400,561,acs1
2012,"30460","Lexington-Fayette, KY Metro Area",161800,556,acs1
2013,"30460","Lexington-Fayette, KY Metro Area",163600,603,acs1
2014,"30460","Lexington-Fayette, KY Metro Area",164400,633,acs1
2015,"30460","Lexington-Fayette, KY Metro Area",162900,618,acs1
2016,"30460","Lexington-Fayette, KY Metro Area",167800,644,acs1
2017,"30460","Lexington-Fayette, KY Metro Area",175600,666,acs1
2018,"30460","Lexington-Fayette, KY Metro Area",184700,665,acs1
2019,"30460","Lexington-Fayette, KY Metro Area",189600,726,acs1
2011,"30620","Lima, OH Metro Area",110200,457,acs1
2012,"30620","Lima, OH Metro Area",100200,448,acs1
2013,"30620","Lima, OH Metro Area",103500,491,acs1
2014,"30620","Lima, OH Metro Area",111200,500,acs1
2015,"30620","Lima, OH Metro Area",98800,479,acs1
2016,"30620","Lima, OH Metro Area",113500,510,acs1
